prop0;prop1;prop2;allprop;;
1.945528745651245117e+00;7.239288330078125000e+01;-2.320106178522109985e-01;2.054602622985839844e+00;7.202533721923828125e+01;-2.459479570388793945e-01
1.228047132492065430e+00;8.376603698730468750e+01;-2.360988259315490723e-01;1.599912166595458984e+00;8.452952575683593750e+01;-2.404706180095672607e-01
1.849785804748535156e+00;7.867489624023437500e+01;-2.326709032058715820e-01;1.877553820610046387e+00;7.820407867431640625e+01;-2.394848018884658813e-01
1.817048072814941406e+00;7.849411773681640625e+01;-2.334571182727813721e-01;1.875344395637512207e+00;7.775066375732421875e+01;-2.384182512760162354e-01
1.692379355430603027e+00;7.849551391601562500e+01;-2.337857782840728760e-01;1.708680391311645508e+00;7.804632568359375000e+01;-2.416209876537322998e-01
6.251692771911621094e-01;8.862789154052734375e+01;-2.361183166503906250e-01;1.492834210395812988e+00;9.004553222656250000e+01;-2.395575344562530518e-01
1.646713852882385254e+00;7.907357788085937500e+01;-2.315165251493453979e-01;1.755536675453186035e+00;7.924853515625000000e+01;-2.428578287363052368e-01
1.676971554756164551e+00;8.422708129882812500e+01;-2.328688502311706543e-01;1.741775274276733398e+00;8.402662658691406250e+01;-2.351505756378173828e-01
1.799218773841857910e+00;7.907133483886718750e+01;-2.322473227977752686e-01;1.915587067604064941e+00;7.895345306396484375e+01;-2.398299872875213623e-01
1.785820960998535156e+00;7.919526672363281250e+01;-2.277365028858184814e-01;1.907888531684875488e+00;7.900403594970703125e+01;-2.399921417236328125e-01
1.717410326004028320e+00;8.154442596435546875e+01;-2.190187871456146240e-01;1.978945493698120117e+00;8.138696289062500000e+01;-2.346066534519195557e-01
2.565630674362182617e+00;6.835740661621093750e+01;-2.239605188369750977e-01;2.282845258712768555e+00;6.805712890625000000e+01;-2.526215612888336182e-01
1.808660507202148438e+00;7.823709106445312500e+01;-2.384839206933975220e-01;1.885909199714660645e+00;7.772559356689453125e+01;-2.375258058309555054e-01
1.540746688842773438e+00;8.399667358398437500e+01;-2.374587655067443848e-01;1.751424074172973633e+00;8.403896331787109375e+01;-2.344613522291183472e-01
1.537053704261779785e+00;7.854000854492187500e+01;-2.332933992147445679e-01;1.873816728591918945e+00;7.726403045654296875e+01;-2.361802458763122559e-01
3.065096378326416016e+00;8.201799774169921875e+01;-2.457595467567443848e-01;1.905303955078125000e+00;8.133016204833984375e+01;-2.381237894296646118e-01
3.195011377334594727e+00;7.855271911621093750e+01;-2.226961255073547363e-01;2.394815206527709961e+00;7.760639190673828125e+01;-2.367340922355651855e-01
1.238985180854797363e+00;8.350151824951171875e+01;-2.228116393089294434e-01;1.731856584548950195e+00;8.325365447998046875e+01;-2.356277108192443848e-01
1.931291818618774414e+00;7.676407623291015625e+01;-2.269277274608612061e-01;2.099809169769287109e+00;7.636002349853515625e+01;-2.364625930786132812e-01
3.342348575592041016e+00;7.506907653808593750e+01;-2.474811822175979614e-01;2.071123361587524414e+00;7.362515258789062500e+01;-2.421818375587463379e-01
2.484710216522216797e+00;7.700154876708984375e+01;-2.417934238910675049e-01;2.825758934020996094e+00;7.624689483642578125e+01;-2.423934042453765869e-01
3.067838430404663086e+00;8.076574707031250000e+01;-2.408163845539093018e-01;3.041286945343017578e+00;8.043108367919921875e+01;-2.448730170726776123e-01
3.507046461105346680e+00;7.768483734130859375e+01;-2.589742839336395264e-01;3.430673599243164062e+00;7.612726593017578125e+01;-2.529595196247100830e-01
2.953649044036865234e+00;7.744335937500000000e+01;-2.412557154893875122e-01;2.361227035522460938e+00;7.795533752441406250e+01;-2.473005950450897217e-01
2.762426376342773438e+00;7.440139007568359375e+01;-2.602280676364898682e-01;2.318094491958618164e+00;7.513964843750000000e+01;-2.502266466617584229e-01
3.032469749450683594e+00;7.398309326171875000e+01;-2.486008554697036743e-01;3.021288394927978516e+00;7.485888671875000000e+01;-2.494004368782043457e-01
2.650042057037353516e+00;7.704465484619140625e+01;-2.359557151794433594e-01;2.884310960769653320e+00;7.503260803222656250e+01;-2.404475212097167969e-01
2.933040142059326172e+00;7.324890136718750000e+01;-2.303252816200256348e-01;3.088324069976806641e+00;7.171288299560546875e+01;-2.447959035634994507e-01
2.474821329116821289e+00;6.945311737060546875e+01;-2.462150156497955322e-01;3.028808355331420898e+00;6.865882873535156250e+01;-2.464359998703002930e-01
3.213730335235595703e+00;7.388863372802734375e+01;-2.565020322799682617e-01;2.172947406768798828e+00;7.374613952636718750e+01;-2.482967078685760498e-01
3.370193958282470703e+00;7.371491241455078125e+01;-2.459043264389038086e-01;3.322311401367187500e+00;7.279336547851562500e+01;-2.505129575729370117e-01
3.284466266632080078e+00;6.962029266357421875e+01;-2.456193864345550537e-01;2.561992406845092773e+00;6.998358154296875000e+01;-2.550482451915740967e-01
2.735725879669189453e+00;6.960201263427734375e+01;-2.481153011322021484e-01;2.521962404251098633e+00;7.030725097656250000e+01;-2.561908662319183350e-01
2.175061941146850586e+00;7.465782928466796875e+01;-2.334591895341873169e-01;2.256001472473144531e+00;7.399192047119140625e+01;-2.420985400676727295e-01
1.878847360610961914e+00;7.161928558349609375e+01;-2.519803345203399658e-01;2.205334424972534180e+00;7.113199615478515625e+01;-2.444908618927001953e-01
4.360502362251281738e-01;8.848351287841796875e+01;-2.520426809787750244e-01;1.467351675033569336e+00;8.963233184814453125e+01;-2.401282042264938354e-01
1.481021642684936523e+00;8.354205322265625000e+01;-2.474378347396850586e-01;1.608055114746093750e+00;8.421459960937500000e+01;-2.399941533803939819e-01
1.828750610351562500e+00;7.816708374023437500e+01;-2.420367598533630371e-01;1.900872468948364258e+00;7.815927886962890625e+01;-2.406102418899536133e-01
1.091172218322753906e+00;8.366658020019531250e+01;-2.374290227890014648e-01;1.693446993827819824e+00;8.273325347900390625e+01;-2.350775003433227539e-01
2.019020080566406250e+00;7.087666320800781250e+01;-2.414343655109405518e-01;2.050571918487548828e+00;6.986237335205078125e+01;-2.435807734727859497e-01
1.769556045532226562e+00;8.227967071533203125e+01;-2.417667508125305176e-01;1.755479454994201660e+00;8.245238494873046875e+01;-2.404476404190063477e-01
2.166608572006225586e+00;7.871208190917968750e+01;-2.341522574424743652e-01;2.077639102935791016e+00;7.889963531494140625e+01;-2.423141002655029297e-01
1.820456385612487793e+00;7.628013610839843750e+01;-2.440842688083648682e-01;2.059993743896484375e+00;7.622261047363281250e+01;-2.444346845149993896e-01
1.886551141738891602e+00;7.853994750976562500e+01;-2.306758612394332886e-01;2.089703798294067383e+00;7.814173889160156250e+01;-2.403441667556762695e-01
1.901566028594970703e+00;7.609745025634765625e+01;-2.399583011865615845e-01;2.075056552886962891e+00;7.542434692382812500e+01;-2.422958165407180786e-01
1.188119888305664062e+00;7.891904449462890625e+01;-2.314617037773132324e-01;2.106548070907592773e+00;7.855895233154296875e+01;-2.369292229413986206e-01
1.697447657585144043e+00;7.614839172363281250e+01;-2.385734319686889648e-01;2.033091306686401367e+00;7.453419494628906250e+01;-2.406904995441436768e-01
2.346901178359985352e+00;7.819970703125000000e+01;-2.331361174583435059e-01;1.938581943511962891e+00;7.810631561279296875e+01;-2.423298060894012451e-01
1.924574136734008789e+00;7.573308563232421875e+01;-2.416513264179229736e-01;1.889546871185302734e+00;7.512046813964843750e+01;-2.443191856145858765e-01
2.062118768692016602e+00;7.534877777099609375e+01;-2.362468689680099487e-01;1.845889568328857422e+00;7.445437622070312500e+01;-2.436104416847229004e-01
2.394957542419433594e+00;7.140539550781250000e+01;-2.348703294992446899e-01;2.244627475738525391e+00;7.099987030029296875e+01;-2.475060522556304932e-01
1.967266559600830078e+00;6.825754547119140625e+01;-2.449397146701812744e-01;2.228999853134155273e+00;6.755127716064453125e+01;-2.503445148468017578e-01
1.748471617698669434e+00;7.852040863037109375e+01;-2.354432046413421631e-01;1.705602645874023438e+00;7.816722869873046875e+01;-2.415568232536315918e-01
1.858296036720275879e+00;7.214177703857421875e+01;-2.307768464088439941e-01;2.073799133300781250e+00;7.143096160888671875e+01;-2.440955340862274170e-01
1.910535216331481934e+00;7.226614379882812500e+01;-2.332431972026824951e-01;2.050603866577148438e+00;7.178738403320312500e+01;-2.446945756673812866e-01
6.068915128707885742e-01;8.875379943847656250e+01;-2.361372560262680054e-01;1.489495038986206055e+00;9.015848541259765625e+01;-2.396776378154754639e-01
1.840817451477050781e+00;8.442859649658203125e+01;-2.335515469312667847e-01;1.759403467178344727e+00;8.476999664306640625e+01;-2.362791299819946289e-01
1.639928579330444336e+00;8.427414703369140625e+01;-2.290684282779693604e-01;1.758422255516052246e+00;8.411518859863281250e+01;-2.352577745914459229e-01
1.686064362525939941e+00;7.896807098388671875e+01;-2.268722653388977051e-01;1.920725345611572266e+00;7.847264099121093750e+01;-2.384449839591979980e-01
1.269090771675109863e+00;8.431196594238281250e+01;-2.286437749862670898e-01;1.715747952461242676e+00;8.347920989990234375e+01;-2.345930933952331543e-01
3.757487297058105469e+00;8.088124847412109375e+01;-2.485999614000320435e-01;3.170309782028198242e+00;8.138464355468750000e+01;-2.544286847114562988e-01
4.584414005279541016e+00;8.077973175048828125e+01;-2.473971396684646606e-01;3.447196483612060547e+00;8.076735687255859375e+01;-2.565342187881469727e-01
1.640186071395874023e+00;8.260675811767578125e+01;-2.378813326358795166e-01;1.754505991935729980e+00;8.251316070556640625e+01;-2.419126033782958984e-01
3.935472726821899414e+00;7.789965820312500000e+01;-2.589372992515563965e-01;3.310698509216308594e+00;7.767610931396484375e+01;-2.604909539222717285e-01
1.526653170585632324e+00;7.584294128417968750e+01;-2.463458180427551270e-01;2.083251237869262695e+00;7.462529754638671875e+01;-2.445878535509109497e-01
4.515023231506347656e+00;7.735230255126953125e+01;-2.678443491458892822e-01;3.222780466079711914e+00;7.670471954345703125e+01;-2.622791826725006104e-01
4.253797054290771484e+00;7.342797851562500000e+01;-2.546904087066650391e-01;3.480578899383544922e+00;7.342945098876953125e+01;-2.616288065910339355e-01
5.227252006530761719e+00;7.328648376464843750e+01;-2.495163381099700928e-01;3.774586200714111328e+00;7.245678710937500000e+01;-2.635652422904968262e-01
4.538926124572753906e+00;7.317563629150390625e+01;-2.509574890136718750e-01;3.763539552688598633e+00;7.224377441406250000e+01;-2.633256912231445312e-01
1.895713210105895996e+00;7.519589233398437500e+01;-2.376804649829864502e-01;1.911392450332641602e+00;7.420877838134765625e+01;-2.464472651481628418e-01
4.637560844421386719e+00;6.943721771240234375e+01;-2.616945803165435791e-01;3.684855461120605469e+00;6.821061706542968750e+01;-2.678928077220916748e-01
3.216263532638549805e+00;7.470043182373046875e+01;-2.280032634735107422e-01;2.922161340713500977e+00;7.302903747558593750e+01;-2.429738342761993408e-01
2.626559495925903320e+00;7.736091613769531250e+01;-2.374556660652160645e-01;2.349071502685546875e+00;7.578960418701171875e+01;-2.370074838399887085e-01
3.944498062133789062e+00;7.334899139404296875e+01;-2.457403540611267090e-01;2.708409070968627930e+00;7.417939758300781250e+01;-2.426302582025527954e-01
3.134876728057861328e+00;6.947834777832031250e+01;-2.425715625286102295e-01;2.618760585784912109e+00;6.846311187744140625e+01;-2.445448935031890869e-01
1.580217123031616211e+00;8.348628997802734375e+01;-2.390430569648742676e-01;1.841823577880859375e+00;8.246056365966796875e+01;-2.318858653306961060e-01
4.994920492172241211e-01;8.875588989257812500e+01;-2.310477495193481445e-01;1.559584617614746094e+00;8.925050354003906250e+01;-2.345032393932342529e-01
1.811646580696105957e+00;8.345240020751953125e+01;-2.386600375175476074e-01;1.834974050521850586e+00;8.317038726806640625e+01;-2.335324585437774658e-01
1.676261186599731445e+00;7.726390838623046875e+01;-2.469422817230224609e-01;2.123433589935302734e+00;7.566901397705078125e+01;-2.341856360435485840e-01
3.010440826416015625e+00;8.122470092773437500e+01;-2.408294230699539185e-01;3.190721988677978516e+00;7.973105621337890625e+01;-2.471793293952941895e-01
2.738865613937377930e+00;8.109659576416015625e+01;-2.526412010192871094e-01;2.003467559814453125e+00;8.153214263916015625e+01;-2.438975870609283447e-01
2.288560152053833008e+00;8.008527374267578125e+01;-2.327428162097930908e-01;2.856038808822631836e+00;7.982260131835937500e+01;-2.406060993671417236e-01
3.398821830749511719e+00;7.364576721191406250e+01;-2.510520815849304199e-01;3.453871726989746094e+00;7.362168884277343750e+01;-2.562459707260131836e-01
2.549405336380004883e+00;7.739554595947265625e+01;-2.387868165969848633e-01;2.323508977890014648e+00;7.808723449707031250e+01;-2.480175197124481201e-01
3.481376886367797852e+00;7.382759857177734375e+01;-2.380842715501785278e-01;3.620312690734863281e+00;7.317367553710937500e+01;-2.520744502544403076e-01
3.476681232452392578e+00;7.425893402099609375e+01;-2.385662645101547241e-01;3.077140331268310547e+00;7.257917785644531250e+01;-2.464096844196319580e-01
3.213445186614990234e+00;7.420653533935546875e+01;-2.444526404142379761e-01;3.399764537811279297e+00;7.222010803222656250e+01;-2.517675161361694336e-01
2.880823135375976562e+00;7.405075836181640625e+01;-2.555876672267913818e-01;2.179373264312744141e+00;7.389569091796875000e+01;-2.487862110137939453e-01
3.639362812042236328e+00;7.011846160888671875e+01;-2.653922140598297119e-01;3.987575292587280273e+00;6.751738739013671875e+01;-2.627771198749542236e-01
2.570518255233764648e+00;7.296222686767578125e+01;-2.366498559713363647e-01;3.013070583343505859e+00;7.252476501464843750e+01;-2.453912198543548584e-01
2.601480722427368164e+00;6.935791778564453125e+01;-2.487046122550964355e-01;3.096869707107543945e+00;6.783681488037109375e+01;-2.511752843856811523e-01
3.554852962493896484e+00;6.483499908447265625e+01;-2.582312524318695068e-01;3.673657894134521484e+00;6.473265838623046875e+01;-2.646180689334869385e-01
2.861052274703979492e+00;6.956960296630859375e+01;-2.424366772174835205e-01;2.520528793334960938e+00;7.016748046875000000e+01;-2.559684216976165771e-01
3.534183502197265625e+00;6.554848480224609375e+01;-2.497464120388031006e-01;3.269460201263427734e+00;6.517073059082031250e+01;-2.581424713134765625e-01
1.991475582122802734e+00;7.797880554199218750e+01;-2.401312291622161865e-01;1.887428402900695801e+00;7.729555511474609375e+01;-2.395468503236770630e-01
2.061502695083618164e+00;7.457563781738281250e+01;-2.314609587192535400e-01;2.278250455856323242e+00;7.396776580810546875e+01;-2.422829270362854004e-01
1.833004474639892578e+00;7.153934478759765625e+01;-2.521848082542419434e-01;2.222238540649414062e+00;7.099733734130859375e+01;-2.449304461479187012e-01
1.557287216186523438e+00;8.384812164306640625e+01;-2.371760904788970947e-01;1.796705484390258789e+00;8.354716491699218750e+01;-2.349666059017181396e-01
1.558085918426513672e+00;8.373401641845703125e+01;-2.353985011577606201e-01;1.734237194061279297e+00;8.311177062988281250e+01;-2.354250848293304443e-01
1.902707338333129883e+00;7.815087890625000000e+01;-2.360605448484420776e-01;1.910780906677246094e+00;7.734648132324218750e+01;-2.388432174921035767e-01
1.691302299499511719e+00;7.508735656738281250e+01;-2.219258844852447510e-01;2.259305477142333984e+00;7.400312042236328125e+01;-2.382019460201263428e-01
1.684853315353393555e+00;7.842494964599609375e+01;-2.414676845073699951e-01;2.060333728790283203e+00;7.683300781250000000e+01;-2.354848384857177734e-01
1.741334438323974609e+00;7.833924102783203125e+01;-2.430464774370193481e-01;2.008435726165771484e+00;7.698941802978515625e+01;-2.371563613414764404e-01
2.047813653945922852e+00;7.115036010742187500e+01;-2.410786449909210205e-01;2.048392772674560547e+00;7.004908752441406250e+01;-2.443269491195678711e-01
1.631030082702636719e+00;7.738088226318359375e+01;-2.432562708854675293e-01;2.152933597564697266e+00;7.551593017578125000e+01;-2.351400703191757202e-01
1.745835900306701660e+00;7.428028106689453125e+01;-2.417028248310089111e-01;2.156696319580078125e+00;7.290129089355468750e+01;-2.428932040929794312e-01
5.855167508125305176e-01;8.854138946533203125e+01;-2.555305361747741699e-01;1.466016411781311035e+00;8.967178344726562500e+01;-2.398556172847747803e-01
1.553898334503173828e+00;7.863915252685546875e+01;-2.442820072174072266e-01;1.997027158737182617e+00;7.853141784667968750e+01;-2.388363480567932129e-01
1.653028368949890137e+00;8.379312896728515625e+01;-2.404279708862304688e-01;1.739836573600769043e+00;8.372728729248046875e+01;-2.360213398933410645e-01
1.724739074707031250e+00;7.778178405761718750e+01;-2.480520904064178467e-01;1.984879255294799805e+00;7.754084014892578125e+01;-2.389272451400756836e-01
1.776160955429077148e+00;7.762355804443359375e+01;-2.452720701694488525e-01;1.996181964874267578e+00;7.685835266113281250e+01;-2.369537651538848877e-01
1.666848301887512207e+00;7.824352264404296875e+01;-2.450031042098999023e-01;1.998658180236816406e+00;7.699089050292968750e+01;-2.366014719009399414e-01
1.856247663497924805e+00;7.767568206787109375e+01;-2.401352226734161377e-01;1.879735589027404785e+00;7.680807495117187500e+01;-2.383962869644165039e-01
1.908766031265258789e+00;7.800948333740234375e+01;-2.415047883987426758e-01;1.867793560028076172e+00;7.735335540771484375e+01;-2.392467856407165527e-01
1.877946138381958008e+00;7.075656127929687500e+01;-2.495126724243164062e-01;2.136238098144531250e+00;6.986710357666015625e+01;-2.432494163513183594e-01
1.950866460800170898e+00;7.064294433593750000e+01;-2.503238618373870850e-01;2.147831439971923828e+00;6.959554290771484375e+01;-2.424996197223663330e-01
1.592047691345214844e+00;8.434349822998046875e+01;-2.238667905330657959e-01;1.860400080680847168e+00;8.499951934814453125e+01;-2.341007292270660400e-01
1.639723539352416992e+00;8.174748992919921875e+01;-2.373497486114501953e-01;1.714261412620544434e+00;8.139034271240234375e+01;-2.390881776809692383e-01
1.794795274734497070e+00;7.848496246337890625e+01;-2.270632982254028320e-01;1.947881937026977539e+00;7.815024566650390625e+01;-2.378419041633605957e-01
2.072080135345458984e+00;7.833060455322265625e+01;-2.230814844369888306e-01;1.994997024536132812e+00;7.817823028564453125e+01;-2.370153665542602539e-01
2.126281261444091797e+00;7.514488220214843750e+01;-2.366752624511718750e-01;1.843621969223022461e+00;7.392657470703125000e+01;-2.427334785461425781e-01
2.373704195022583008e+00;7.145723724365234375e+01;-2.304502129554748535e-01;2.257313728332519531e+00;7.092842864990234375e+01;-2.477574944496154785e-01
5.606333017349243164e-01;8.706934356689453125e+01;-2.406568527221679688e-01;1.410688400268554688e+00;8.805925750732421875e+01;-2.423831522464752197e-01
1.866949200630187988e+00;7.598040008544921875e+01;-2.416613847017288208e-01;2.072060346603393555e+00;7.541888427734375000e+01;-2.422162294387817383e-01
1.321918249130249023e+00;7.897387695312500000e+01;-2.159615159034729004e-01;2.121085405349731445e+00;7.711188507080078125e+01;-2.334596663713455200e-01
1.183888792991638184e+00;8.157142639160156250e+01;-2.404972612857818604e-01;1.531338095664978027e+00;8.178049468994140625e+01;-2.432618588209152222e-01
1.578232169151306152e+00;7.178638458251953125e+01;-2.340921312570571899e-01;2.235069990158081055e+00;7.097574615478515625e+01;-2.439194917678833008e-01
1.986521959304809570e+00;6.799236297607421875e+01;-2.470416426658630371e-01;2.245500802993774414e+00;6.717940521240234375e+01;-2.492966651916503906e-01
1.837607145309448242e+00;7.771586608886718750e+01;-2.350517809391021729e-01;1.894520998001098633e+00;7.674968719482421875e+01;-2.387878447771072388e-01
1.817969441413879395e+00;8.077069854736328125e+01;-2.251694202423095703e-01;1.952776670455932617e+00;8.076801300048828125e+01;-2.352585196495056152e-01
5.723990201950073242e-01;8.851902008056640625e+01;-2.469055801630020142e-01;1.456915497779846191e+00;8.947816467285156250e+01;-2.402040362358093262e-01
1.742912650108337402e+00;7.823014068603515625e+01;-2.343402802944183350e-01;1.911273479461669922e+00;7.731763458251953125e+01;-2.390453517436981201e-01
1.874824404716491699e+00;7.816489410400390625e+01;-2.454439103603363037e-01;1.707429170608520508e+00;7.773129272460937500e+01;-2.431030720472335815e-01
1.659072875976562500e+00;6.422663116455078125e+01;-2.466002106666564941e-01;2.339082002639770508e+00;6.436704254150390625e+01;-2.558762729167938232e-01
3.761688709259033203e+00;7.257189178466796875e+01;-2.534852623939514160e-01;3.572200059890747070e+00;7.122158050537109375e+01;-2.539034485816955566e-01
3.413212299346923828e+00;8.578138732910156250e+01;-2.340207397937774658e-01;2.700081586837768555e+00;8.499645233154296875e+01;-2.370246499776840210e-01
3.279281616210937500e+00;8.033644104003906250e+01;-2.460424900054931641e-01;3.337588071823120117e+00;7.910323333740234375e+01;-2.485622465610504150e-01
4.463033199310302734e+00;8.071525573730468750e+01;-2.073794305324554443e-01;3.491346836090087891e+00;7.974244689941406250e+01;-2.359030991792678833e-01
4.588482379913330078e+00;7.707993316650390625e+01;-2.219851166009902954e-01;3.562813282012939453e+00;7.664807128906250000e+01;-2.436189055442810059e-01
2.272343158721923828e+00;7.959237670898437500e+01;-2.281761169433593750e-01;1.938238024711608887e+00;7.898564147949218750e+01;-2.361527383327484131e-01
2.027548313140869141e+00;7.931539154052734375e+01;-2.254351824522018433e-01;2.108634471893310547e+00;7.887904357910156250e+01;-2.334286272525787354e-01
1.852867841720581055e+00;8.514318847656250000e+01;-2.219885587692260742e-01;1.944766521453857422e+00;8.494292449951171875e+01;-2.303706407546997070e-01
2.689231634140014648e+00;8.000800323486328125e+01;-2.167850434780120850e-01;2.136460304260253906e+00;7.956916046142578125e+01;-2.363509833812713623e-01
2.082726001739501953e+00;8.046826934814453125e+01;-2.144148796796798706e-01;2.183460712432861328e+00;7.945458221435546875e+01;-2.319539636373519897e-01
1.918979167938232422e+00;8.390612792968750000e+01;-2.243089675903320312e-01;1.936230421066284180e+00;8.387172698974609375e+01;-2.342515885829925537e-01
2.307958602905273438e+00;7.954703521728515625e+01;-2.243151366710662842e-01;1.914421558380126953e+00;7.891743469238281250e+01;-2.357042133808135986e-01
1.130197525024414062e+00;8.542551422119140625e+01;-2.226336598396301270e-01;1.743279218673706055e+00;8.535861968994140625e+01;-2.347137033939361572e-01
2.103885173797607422e+00;8.048728179931640625e+01;-2.141960263252258301e-01;2.180500507354736328e+00;7.950238800048828125e+01;-2.321372181177139282e-01
2.522292852401733398e+00;8.003507232666015625e+01;-2.168248891830444336e-01;2.141783714294433594e+00;7.981171417236328125e+01;-2.368028461933135986e-01
3.536402583122253418e-01;8.902397918701171875e+01;-2.126228511333465576e-01;1.636511445045471191e+00;8.927492523193359375e+01;-2.332386076450347900e-01
3.794672012329101562e+00;7.944458770751953125e+01;-2.348235547542572021e-01;2.885324239730834961e+00;7.857953643798828125e+01;-2.412621676921844482e-01
2.732323646545410156e+00;8.283022308349609375e+01;-2.376574128866195679e-01;2.138001680374145508e+00;8.278860473632812500e+01;-2.390771061182022095e-01
3.493950843811035156e+00;8.034602355957031250e+01;-2.453717887401580811e-01;3.306811809539794922e+00;7.912033081054687500e+01;-2.487118542194366455e-01
4.528693675994873047e+00;7.958847045898437500e+01;-2.179782688617706299e-01;2.462965250015258789e+00;8.034379577636718750e+01;-2.413714826107025146e-01
5.150646686553955078e+00;7.678682708740234375e+01;-2.272166907787322998e-01;3.441087484359741211e+00;7.699968719482421875e+01;-2.491898834705352783e-01
5.267522811889648438e+00;7.576003265380859375e+01;-2.150623202323913574e-01;3.166107892990112305e+00;7.555051422119140625e+01;-2.411210238933563232e-01
1.367089986801147461e+00;8.546008300781250000e+01;-2.208919525146484375e-01;1.776723384857177734e+00;8.537523651123046875e+01;-2.335437238216400146e-01
1.918757915496826172e+00;7.905719757080078125e+01;-2.272494733333587646e-01;2.009052753448486328e+00;7.891827392578125000e+01;-2.348368465900421143e-01
2.139579534530639648e+00;7.927848815917968750e+01;-2.258785665035247803e-01;1.872104883193969727e+00;7.893022918701171875e+01;-2.369171082973480225e-01
3.537216663360595703e+00;8.653308105468750000e+01;-2.447709292173385620e-01;3.033933162689208984e+00;8.673494720458984375e+01;-2.513450682163238525e-01
4.186779022216796875e+00;7.129576110839843750e+01;-2.611850202083587646e-01;3.599385261535644531e+00;7.198441314697265625e+01;-2.621088027954101562e-01
2.895345449447631836e+00;8.577978515625000000e+01;-2.347943633794784546e-01;2.103042364120483398e+00;8.645832061767578125e+01;-2.322786450386047363e-01
4.065763950347900391e+00;8.255171203613281250e+01;-2.111248075962066650e-01;2.588927268981933594e+00;8.318032836914062500e+01;-2.285469770431518555e-01
3.977602958679199219e+00;8.304715728759765625e+01;-2.088374197483062744e-01;2.611365795135498047e+00;8.329615783691406250e+01;-2.276356965303421021e-01
3.818166732788085938e+00;7.584795379638671875e+01;-2.123211026191711426e-01;2.943686723709106445e+00;7.655229187011718750e+01;-2.322717905044555664e-01
1.338164567947387695e+00;8.329946136474609375e+01;-2.172347158193588257e-01;1.757496595382690430e+00;8.348537445068359375e+01;-2.358459383249282837e-01
5.030801296234130859e+00;7.132559204101562500e+01;-2.344360649585723877e-01;2.401387214660644531e+00;7.093569946289062500e+01;-2.245871722698211670e-01
4.414715766906738281e+00;6.715377044677734375e+01;-2.404377758502960205e-01;3.226524353027343750e+00;6.838754272460937500e+01;-2.542480230331420898e-01
4.019643783569335938e+00;7.947645568847656250e+01;-2.440047413110733032e-01;2.793597221374511719e+00;7.840615844726562500e+01;-2.396160662174224854e-01
3.165446758270263672e+00;7.945520019531250000e+01;-2.418690621852874756e-01;2.457807540893554688e+00;7.980827331542968750e+01;-2.379619628190994263e-01
3.391559839248657227e+00;8.031282043457031250e+01;-2.349541336297988892e-01;2.763786792755126953e+00;8.056722259521484375e+01;-2.415301799774169922e-01
3.206275701522827148e+00;7.701850891113281250e+01;-2.421898543834686279e-01;2.745388984680175781e+00;7.826530456542968750e+01;-2.420127242803573608e-01
3.780425310134887695e+00;8.074221038818359375e+01;-2.401897162199020386e-01;2.758200883865356445e+00;8.121746826171875000e+01;-2.387139797210693359e-01
4.150075435638427734e+00;7.205910491943359375e+01;-2.407433688640594482e-01;3.057955265045166016e+00;7.203523254394531250e+01;-2.475575208663940430e-01
4.530146598815917969e+00;7.254216766357421875e+01;-2.470950186252593994e-01;3.049444913864135742e+00;7.276860809326171875e+01;-2.444522380828857422e-01
2.561569452285766602e+00;8.111144256591796875e+01;-2.493256926536560059e-01;3.633996725082397461e+00;7.892882537841796875e+01;-2.510201632976531982e-01
2.478201150894165039e+00;7.962751770019531250e+01;-2.428999990224838257e-01;3.401761293411254883e+00;7.973107147216796875e+01;-2.390887439250946045e-01
2.603375196456909180e+00;7.236704254150390625e+01;-2.563421428203582764e-01;3.918128967285156250e+00;6.978889465332031250e+01;-2.562813758850097656e-01
3.577296972274780273e+00;6.709455871582031250e+01;-2.752680480480194092e-01;4.642465114593505859e+00;6.430371093750000000e+01;-2.706548571586608887e-01
2.794790744781494141e+00;7.074548339843750000e+01;-2.500074505805969238e-01;3.643227577209472656e+00;7.100814056396484375e+01;-2.445752620697021484e-01
3.073514461517333984e+00;7.493246459960937500e+01;-2.495831698179244995e-01;2.409558057785034180e+00;7.488514709472656250e+01;-2.430757880210876465e-01
3.607287645339965820e+00;7.647869873046875000e+01;-2.402331680059432983e-01;3.715462684631347656e+00;7.491785430908203125e+01;-2.472997903823852539e-01
3.599469184875488281e+00;7.990929412841796875e+01;-2.509588003158569336e-01;2.939027786254882812e+00;8.000135803222656250e+01;-2.428503930568695068e-01
4.883844852447509766e+00;7.601424407958984375e+01;-2.123142182826995850e-01;3.083767414093017578e+00;7.584965515136718750e+01;-2.348240911960601807e-01
4.538687229156494141e+00;8.026570892333984375e+01;-2.081631124019622803e-01;3.003119945526123047e+00;8.058245849609375000e+01;-2.315725386142730713e-01
4.430872440338134766e+00;8.240565490722656250e+01;-2.105521559715270996e-01;2.766162395477294922e+00;8.233790588378906250e+01;-2.299630641937255859e-01
2.872236728668212891e+00;7.917453765869140625e+01;-2.397713512182235718e-01;2.531271219253540039e+00;7.960099792480468750e+01;-2.357190847396850586e-01
3.605151176452636719e+00;7.951221466064453125e+01;-2.498533725738525391e-01;2.785353183746337891e+00;7.951023101806640625e+01;-2.419032752513885498e-01
