prop1;prop2;prop3;allprop
1.149;80.085;-0.275;[1.1494882106781006, 80.08546447753906, -0.27477216720581055]
2.096;72.29;-0.264;[2.0957891941070557, 72.2904281616211, -0.2641342878341675]
1.398;79.571;-0.273;[1.3976924419403076, 79.57122039794922, -0.2730226516723633]
2.543;71.617;-0.261;[2.5425865650177, 71.61678314208984, -0.260784387588501]
1.444;81.482;-0.274;[1.4443717002868652, 81.48158264160156, -0.27362173795700073]
1.632;78.191;-0.264;[1.63193678855896, 78.19121551513672, -0.2636913061141968]
1.888;77.361;-0.269;[1.8881542682647705, 77.36143493652344, -0.26914507150650024]
1.778;71.136;-0.262;[1.7776336669921875, 71.13590240478516, -0.26176971197128296]
1.384;83.292;-0.274;[1.384277105331421, 83.29150390625, -0.2743421792984009]
2.165;79.407;-0.264;[2.164531707763672, 79.40653228759766, -0.2636197805404663]
0.367;90.269;-0.29;[0.36670875549316406, 90.26881408691406, -0.29024988412857056]
1.311;82.588;-0.277;[1.3108118772506714, 82.58757019042969, -0.2770662307739258]
1.786;86.272;-0.273;[1.785588264465332, 86.27201843261719, -0.2732974886894226]
1.125;83.157;-0.273;[1.1249749660491943, 83.15652465820312, -0.27330803871154785]
2.062;71.92;-0.264;[2.062117338180542, 71.92005157470703, -0.26388001441955566]
1.96;79.57;-0.259;[1.9601860046386719, 79.56961822509766, -0.25900357961654663]
1.309;82.846;-0.278;[1.3088529109954834, 82.84611511230469, -0.27821779251098633]
1.665;86.573;-0.269;[1.6653125286102295, 86.57278442382812, -0.2689829468727112]
1.858;75.121;-0.271;[1.8581559658050537, 75.12061309814453, -0.2714141011238098]
1.049;83.607;-0.275;[1.0493171215057373, 83.6065902709961, -0.2747398614883423]
1.484;75.752;-0.269;[1.483942985534668, 75.75176239013672, -0.26865875720977783]
1.714;68.49;-0.263;[1.7143635749816895, 68.49026489257812, -0.2630510926246643]
2.024;68.528;-0.258;[2.023530960083008, 68.52831268310547, -0.2583451271057129]
1.491;84.921;-0.275;[1.4910991191864014, 84.9205551147461, -0.2746666669845581]
1.745;73.811;-0.268;[1.7448511123657227, 73.81060791015625, -0.2683824300765991]
1.908;74.365;-0.264;[1.9080517292022705, 74.3653564453125, -0.26354271173477173]
2.186;66.42;-0.263;[2.186049461364746, 66.42012786865234, -0.2626352906227112]
1.815;74.684;-0.265;[1.8153483867645264, 74.68368530273438, -0.264853298664093]
1.975;66.947;-0.261;[1.9752483367919922, 66.94710540771484, -0.2613479495048523]
1.489;81.727;-0.274;[1.4886457920074463, 81.72708129882812, -0.273853063583374]
1.384;81.887;-0.278;[1.3841874599456787, 81.88665008544922, -0.277743399143219]
1.712;78.089;-0.267;[1.7122197151184082, 78.08860778808594, -0.2669241428375244]
2.004;74.182;-0.269;[2.004390239715576, 74.18150329589844, -0.26920783519744873]
2.252;70.842;-0.262;[2.251978635787964, 70.84207916259766, -0.2620880603790283]
0.315;88.569;-0.286;[0.3152284622192383, 88.56930541992188, -0.28572022914886475]
1.49;81.155;-0.273;[1.49019193649292, 81.15508270263672, -0.2731286287307739]
1.672;75.104;-0.263;[1.6723721027374268, 75.10379791259766, -0.263435423374176]
1.651;78.005;-0.261;[1.6510825157165527, 78.00452423095703, -0.2610011696815491]
1.738;78.616;-0.259;[1.7376768589019775, 78.6156005859375, -0.25911974906921387]
2.98;72.644;-0.256;[2.979541301727295, 72.64445495605469, -0.2561195492744446]
1.469;81.297;-0.26;[1.4688843488693237, 81.29667663574219, -0.2598240375518799]
1.785;78.086;-0.257;[1.7853693962097168, 78.08589172363281, -0.25684505701065063]
2.578;72.926;-0.252;[2.578444004058838, 72.92584228515625, -0.25238293409347534]
1.976;72.071;-0.27;[1.97597336769104, 72.07122802734375, -0.2696457505226135]
1.872;80.545;-0.27;[1.8720946311950684, 80.54480743408203, -0.26985353231430054]
1.688;76.101;-0.273;[1.6876962184906006, 76.10118103027344, -0.2732313871383667]
1.51;82.571;-0.275;[1.509979248046875, 82.57099914550781, -0.27472758293151855]
1.819;75.495;-0.268;[1.8188629150390625, 75.49539947509766, -0.2675618529319763]
1.908;75.822;-0.267;[1.9077470302581787, 75.82242584228516, -0.26728272438049316]
1.64;82.475;-0.28;[1.6397106647491455, 82.47541809082031, -0.2796154022216797]
1.98;75.424;-0.265;[1.9801948070526123, 75.423828125, -0.264797568321228]
1.836;78.061;-0.273;[1.8360517024993896, 78.060546875, -0.27333396673202515]
0.213;91.696;-0.296;[0.2126624584197998, 91.6961441040039, -0.29628944396972656]
1.374;84.778;-0.282;[1.3739451169967651, 84.77820587158203, -0.2816224694252014]
1.696;78.112;-0.273;[1.6963732242584229, 78.1121597290039, -0.27307599782943726]
1.924;77.655;-0.272;[1.9235706329345703, 77.65516662597656, -0.2720756530761719]
2.135;77.58;-0.274;[2.134519100189209, 77.5804214477539, -0.2736325263977051]
1.65;77.985;-0.272;[1.6501691341400146, 77.9849624633789, -0.2718241810798645]
1.855;77.885;-0.273;[1.8548915386199951, 77.88478088378906, -0.2725403308868408]
2.335;70.325;-0.259;[2.3347995281219482, 70.32493591308594, -0.25949084758758545]
2.176;72.445;-0.266;[2.176117420196533, 72.44477844238281, -0.2662566900253296]
1.52;87.067;-0.276;[1.5199639797210693, 87.06715393066406, -0.27637994289398193]
2.219;79.681;-0.269;[2.219160556793213, 79.68063354492188, -0.2694885730743408]
2.224;79.544;-0.27;[2.224149227142334, 79.54360961914062, -0.27005940675735474]
1.891;79.469;-0.274;[1.891336441040039, 79.46929931640625, -0.27424442768096924]
0.369;94.047;-0.295;[0.36919039487838745, 94.0471420288086, -0.29527390003204346]
1.767;78.845;-0.278;[1.7671833038330078, 78.84473419189453, -0.27798962593078613]
1.868;86.593;-0.278;[1.8678529262542725, 86.59288787841797, -0.2784424424171448]
2.166;79.428;-0.273;[2.1657307147979736, 79.42786407470703, -0.2733141779899597]
1.83;79.386;-0.273;[1.8304052352905273, 79.38597106933594, -0.27321285009384155]
1.833;84.01;-0.267;[1.8332221508026123, 84.01006317138672, -0.2674137353897095]
2.16;68.644;-0.267;[2.159618377685547, 68.64434814453125, -0.26724427938461304]
2.251;78.083;-0.272;[2.2511098384857178, 78.08312225341797, -0.2720365524291992]
1.93;85.206;-0.282;[1.9297754764556885, 85.20579528808594, -0.28223609924316406]
1.731;78.026;-0.271;[1.7310049533843994, 78.02642059326172, -0.2712951898574829]
2.665;78.38;-0.271;[2.665376663208008, 78.38025665283203, -0.27076148986816406]
2.941;75.549;-0.262;[2.9409372806549072, 75.5492172241211, -0.2616235613822937]
1.535;84.857;-0.272;[1.5353479385375977, 84.8572006225586, -0.2721174955368042]
1.739;78.327;-0.263;[1.738692283630371, 78.32659912109375, -0.26301109790802]
2.86;71.615;-0.268;[2.859675645828247, 71.61467742919922, -0.26750123500823975]
2.808;75.342;-0.278;[2.8083977699279785, 75.3418960571289, -0.2776467800140381]
3.659;79.059;-0.271;[3.658902168273926, 79.05924987792969, -0.27143871784210205]
3.845;74.977;-0.275;[3.845134735107422, 74.97686767578125, -0.2748448848724365]
2.953;77.164;-0.268;[2.953087568283081, 77.1638412475586, -0.268252432346344]
2.854;73.825;-0.272;[2.8540589809417725, 73.82514953613281, -0.2717173099517822]
3.628;72.251;-0.272;[3.628282308578491, 72.25100708007812, -0.2723177671432495]
2.945;75.621;-0.273;[2.9450480937957764, 75.62140655517578, -0.27278512716293335]
3.08;72.612;-0.269;[3.0804479122161865, 72.61173248291016, -0.26910465955734253]
2.909;68.962;-0.276;[2.908909797668457, 68.96228790283203, -0.27613192796707153]
2.746;74.02;-0.273;[2.7463226318359375, 74.02047729492188, -0.2730095386505127]
3.304;72.02;-0.273;[3.304330348968506, 72.02017974853516, -0.27263087034225464]
2.906;70.513;-0.269;[2.905512571334839, 70.51348114013672, -0.2690541744232178]
3.122;70.398;-0.266;[3.121948480606079, 70.39823913574219, -0.26595383882522583]
2.23;75.27;-0.267;[2.229940414428711, 75.26959228515625, -0.2668745517730713]
1.981;71.457;-0.26;[1.9809997081756592, 71.45683288574219, -0.25972843170166016]
0.237;92.053;-0.293;[0.23740941286087036, 92.05266571044922, -0.2928661108016968]
1.323;85.217;-0.284;[1.3230373859405518, 85.21666717529297, -0.2837226986885071]
2.377;78.282;-0.274;[2.377095937728882, 78.28174591064453, -0.2740996479988098]
1.241;85.192;-0.279;[1.2414342164993286, 85.19222259521484, -0.2792288661003113]
2.248;71.139;-0.27;[2.248473882675171, 71.13945770263672, -0.2698872685432434]
1.728;80.966;-0.278;[1.727647066116333, 80.96565246582031, -0.2775883674621582]
2.399;77.996;-0.268;[2.398516893386841, 77.9957275390625, -0.26784706115722656]
2.426;73.834;-0.271;[2.425851821899414, 73.8343276977539, -0.2713466286659241]
1.954;77.965;-0.27;[1.9543652534484863, 77.96455383300781, -0.2697167992591858]
2.09;73.987;-0.272;[2.0900001525878906, 73.98729705810547, -0.2719135880470276]
1.917;77.63;-0.274;[1.9171876907348633, 77.63015747070312, -0.2740820646286011]
1.883;73.998;-0.268;[1.882692813873291, 73.9981689453125, -0.2679421305656433]
2.032;77.77;-0.267;[2.032412528991699, 77.76991271972656, -0.26689988374710083]
2.002;73.824;-0.27;[2.001768112182617, 73.82365417480469, -0.27021557092666626]
2.122;74.124;-0.269;[2.1216070652008057, 74.12408447265625, -0.2690127491950989]
2.82;70.441;-0.263;[2.819554090499878, 70.44133758544922, -0.26322442293167114]
2.719;66.561;-0.269;[2.719109535217285, 66.56122589111328, -0.26858842372894287]
1.816;79.307;-0.274;[1.8155505657196045, 79.30709838867188, -0.2735295295715332]
2.134;72.315;-0.266;[2.133635997772217, 72.31455993652344, -0.2659582495689392]
2.341;71.825;-0.27;[2.341073751449585, 71.82527923583984, -0.27030420303344727]
0.305;93.601;-0.296;[0.3049813508987427, 93.60057067871094, -0.2955626845359802]
1.754;85.846;-0.278;[1.754274845123291, 85.84608459472656, -0.2782018184661865]
1.576;86.569;-0.278;[1.575636386871338, 86.56934356689453, -0.277818500995636]
1.787;79.36;-0.272;[1.7870330810546875, 79.35956573486328, -0.2716168761253357]
1.26;86.323;-0.278;[1.2599513530731201, 86.3231201171875, -0.27797091007232666]
4.523;80.885;-0.274;[4.523190498352051, 80.88518524169922, -0.27416861057281494]
4.719;80.622;-0.278;[4.719498634338379, 80.62152862548828, -0.2776702642440796]
1.716;81.55;-0.284;[1.7159407138824463, 81.54987335205078, -0.28433746099472046]
4.531;76.536;-0.283;[4.530770301818848, 76.53638458251953, -0.28279608488082886]
1.624;74.96;-0.272;[1.6241977214813232, 74.96013641357422, -0.27227067947387695]
4.606;77.081;-0.279;[4.606090545654297, 77.08055114746094, -0.27902382612228394]
4.516;73.556;-0.275;[4.515659332275391, 73.55552673339844, -0.2747111916542053]
4.867;73.341;-0.282;[4.867071151733398, 73.3409423828125, -0.28240257501602173]
4.712;73.347;-0.281;[4.71204137802124, 73.34656524658203, -0.2805907726287842]
1.909;75.102;-0.272;[1.9090344905853271, 75.1015625, -0.2723652124404907]
4.622;69.809;-0.28;[4.622433185577393, 69.80877685546875, -0.28029948472976685]
3.853;76.421;-0.271;[3.8527562618255615, 76.42137908935547, -0.2707979083061218]
3.081;77.018;-0.273;[3.081157922744751, 77.01834869384766, -0.2725756764411926]
3.801;74.283;-0.27;[3.8006374835968018, 74.2834243774414, -0.2703973054885864]
3.191;70.181;-0.271;[3.1912293434143066, 70.18147277832031, -0.2705174684524536]
1.526;82.713;-0.286;[1.5256191492080688, 82.71253204345703, -0.28633666038513184]
0.286;89.82;-0.296;[0.2862289547920227, 89.82041931152344, -0.29601454734802246]
1.937;82.351;-0.281;[1.9371058940887451, 82.350830078125, -0.28123199939727783]
1.976;75.961;-0.275;[1.9758503437042236, 75.96145629882812, -0.27516430616378784]
3.788;78.534;-0.264;[3.787548065185547, 78.53389739990234, -0.2639566659927368]
2.907;79.838;-0.271;[2.9072797298431396, 79.83805084228516, -0.27120155096054077]
2.204;78.456;-0.272;[2.203979015350342, 78.45591735839844, -0.27154332399368286]
3.994;71.731;-0.262;[3.993535280227661, 71.73127746582031, -0.2618933320045471]
2.861;76.995;-0.267;[2.861119508743286, 76.99481964111328, -0.26740914583206177]
4.151;71.818;-0.26;[4.150864124298096, 71.81803894042969, -0.26029741764068604]
3.78;71.673;-0.259;[3.7803232669830322, 71.67308807373047, -0.25941091775894165]
3.711;71.718;-0.265;[3.710928201675415, 71.71790313720703, -0.265424907207489]
2.83;72.524;-0.275;[2.8302814960479736, 72.52448272705078, -0.2747788429260254]
3.924;67.394;-0.27;[3.924145460128784, 67.39371490478516, -0.26994770765304565]
2.209;71.396;-0.266;[2.2093372344970703, 71.39555358886719, -0.2662443518638611]
2.818;67.953;-0.271;[2.8175432682037354, 67.95292663574219, -0.2712761163711548]
3.877;64.129;-0.263;[3.8772783279418945, 64.12908935546875, -0.2628629803657532]
2.982;69.93;-0.268;[2.9821581840515137, 69.93050384521484, -0.26802992820739746]
3.829;65.165;-0.261;[3.828617811203003, 65.16548919677734, -0.26058417558670044]
2.475;77.48;-0.271;[2.474576473236084, 77.48016357421875, -0.27078747749328613]
2.45;74.501;-0.268;[2.4497721195220947, 74.50118255615234, -0.2679821848869324]
2.017;70.699;-0.273;[2.0166280269622803, 70.6985855102539, -0.27261751890182495]
1.957;84.996;-0.283;[1.9573640823364258, 84.99615478515625, -0.283264696598053]
1.313;84.745;-0.288;[1.3126732110977173, 84.74485778808594, -0.2882811427116394]
1.835;77.745;-0.277;[1.8354332447052002, 77.74493408203125, -0.2771962285041809]
2.393;74.854;-0.266;[2.3932886123657227, 74.85382843017578, -0.266414999961853]
1.836;77.841;-0.275;[1.8360328674316406, 77.84149169921875, -0.2747247815132141]
2.109;77.793;-0.271;[2.109161138534546, 77.79347229003906, -0.2711600661277771]
2.606;70.628;-0.267;[2.605663299560547, 70.62799072265625, -0.2666736841201782]
1.877;76.075;-0.271;[1.8770246505737305, 76.07506561279297, -0.27139216661453247]
1.898;71.126;-0.276;[1.8983187675476074, 71.12568664550781, -0.2760036587715149]
0.184;91.815;-0.301;[0.18387532234191895, 91.81451416015625, -0.3007683753967285]
1.671;77.987;-0.281;[1.6710410118103027, 77.98658752441406, -0.2814929485321045]
1.909;84.385;-0.283;[1.9092676639556885, 84.38473510742188, -0.2830013632774353]
2.253;77.239;-0.276;[2.253178834915161, 77.23934936523438, -0.275629460811615]
1.803;77.533;-0.277;[1.802980899810791, 77.53262329101562, -0.2773383855819702]
1.963;77.523;-0.275;[1.9634857177734375, 77.52335357666016, -0.27479469776153564]
1.758;78.131;-0.276;[1.7584009170532227, 78.13114929199219, -0.27560651302337646]
2.315;77.446;-0.275;[2.3152060508728027, 77.44625091552734, -0.2746870517730713]
2.603;70.405;-0.27;[2.603245973587036, 70.40483093261719, -0.27018672227859497]
2.211;70.807;-0.27;[2.2113943099975586, 70.8067855834961, -0.2704102396965027]
1.8;86.1;-0.278;[1.8001163005828857, 86.10043334960938, -0.27842313051223755]
1.34;82.074;-0.28;[1.3399105072021484, 82.0741195678711, -0.28003185987472534]
1.67;79.286;-0.273;[1.6699819564819336, 79.28587341308594, -0.2733672261238098]
1.997;78.98;-0.266;[1.9973485469818115, 78.97972106933594, -0.26571691036224365]
1.682;75.01;-0.265;[1.6822092533111572, 75.00963592529297, -0.2654793858528137]
2.347;71.211;-0.26;[2.3469483852386475, 71.2109603881836, -0.2603699564933777]
0.263;89.004;-0.293;[0.2625662088394165, 89.00402069091797, -0.2932403087615967]
1.947;74.684;-0.266;[1.9466378688812256, 74.6838150024414, -0.2656571865081787]
1.323;78.217;-0.265;[1.3227505683898926, 78.21743774414062, -0.264609694480896]
1.358;81.907;-0.276;[1.3575663566589355, 81.90665435791016, -0.27585166692733765]
1.728;70.998;-0.264;[1.7276527881622314, 70.99756622314453, -0.26443660259246826]
2.162;67.755;-0.254;[2.1618459224700928, 67.7545394897461, -0.2539493441581726]
1.971;78.348;-0.267;[1.9711246490478516, 78.34764099121094, -0.2667045593261719]
1.91;82.281;-0.269;[1.9103152751922607, 82.28080749511719, -0.2685980796813965]
0.298;92.853;-0.295;[0.29792720079421997, 92.85263061523438, -0.2953717112541199]
1.835;78.48;-0.271;[1.8352317810058594, 78.48027038574219, -0.2711455821990967]
1.904;78.219;-0.273;[1.9039537906646729, 78.21916961669922, -0.27257704734802246]
1.781;63.953;-0.272;[1.7812495231628418, 63.95318603515625, -0.27230167388916016]
4.1;72.257;-0.262;[4.099617004394531, 72.2573013305664, -0.2623292803764343]
3.826;87.903;-0.264;[3.8255808353424072, 87.9027099609375, -0.2635231018066406]
4.525;79.788;-0.261;[4.524893283843994, 79.78777313232422, -0.2610769271850586]
4.428;81.404;-0.251;[4.427886486053467, 81.40445709228516, -0.25109827518463135]
4.571;77.963;-0.255;[4.571221351623535, 77.9626235961914, -0.25505560636520386]
2.072;83.087;-0.263;[2.0723676681518555, 83.08695220947266, -0.2625691294670105]
1.997;82.624;-0.261;[1.9972572326660156, 82.62378692626953, -0.2607647180557251]
1.529;90.051;-0.27;[1.5290143489837646, 90.05116271972656, -0.26975148916244507]
2.662;82.437;-0.263;[2.662104368209839, 82.43692779541016, -0.2632042169570923]
1.942;81.504;-0.264;[1.9423327445983887, 81.50399017333984, -0.26376259326934814]
1.781;85.224;-0.275;[1.7805454730987549, 85.22369384765625, -0.27496910095214844]
2.168;82.686;-0.266;[2.1678969860076904, 82.68640899658203, -0.26593440771102905]
1.586;89.888;-0.27;[1.5858941078186035, 89.88844299316406, -0.27026665210723877]
1.867;82.101;-0.263;[1.8669755458831787, 82.1005859375, -0.2634844183921814]
2.522;82.59;-0.263;[2.5220139026641846, 82.58992004394531, -0.2629236578941345]
0.338;93.18;-0.283;[0.33792030811309814, 93.18000030517578, -0.2833489179611206]
3.696;80.61;-0.257;[3.696007251739502, 80.61013793945312, -0.25668710470199585]
2.697;85.696;-0.266;[2.6972007751464844, 85.69649505615234, -0.2656962275505066]
4.233;80.072;-0.261;[4.232716083526611, 80.07182312011719, -0.2613289952278137]
2.829;82.395;-0.265;[2.828826665878296, 82.39527130126953, -0.2645694613456726]
4.191;76.866;-0.254;[4.191019535064697, 76.86630249023438, -0.2535344958305359]
3.655;77.81;-0.249;[3.654711961746216, 77.81038665771484, -0.24932260811328888]
1.81;90.099;-0.272;[1.810314655303955, 90.09877014160156, -0.27162760496139526]
1.901;83.206;-0.274;[1.9010365009307861, 83.20555877685547, -0.27357786893844604]
1.944;83.185;-0.269;[1.9440500736236572, 83.18504333496094, -0.2685506343841553]
4.472;89.162;-0.273;[4.471541881561279, 89.16224670410156, -0.27273184061050415]
4.192;74.781;-0.277;[4.192358016967773, 74.78092956542969, -0.2769630551338196]
3.79;89.376;-0.28;[3.7897324562072754, 89.37638092041016, -0.28005486726760864]
3.902;86.527;-0.277;[3.9017953872680664, 86.52650451660156, -0.2771443724632263]
4.006;87.097;-0.273;[4.005960941314697, 87.09724426269531, -0.27271366119384766]
3.773;80.23;-0.281;[3.772899627685547, 80.2297134399414, -0.28070777654647827]
1.664;87.218;-0.273;[1.663780689239502, 87.21802520751953, -0.27347999811172485]
2.755;71.033;-0.218;[2.7546651363372803, 71.03343963623047, -0.21790309250354767]
3.22;68.25;-0.266;[3.220451831817627, 68.24955749511719, -0.26633256673812866]
3.918;80.343;-0.254;[3.9175503253936768, 80.34278106689453, -0.254133939743042]
3.849;80.289;-0.266;[3.8489139080047607, 80.28850555419922, -0.2658330798149109]
4.197;79.857;-0.258;[4.196943759918213, 79.85687255859375, -0.25817400217056274]
4.097;76.146;-0.261;[4.096546649932861, 76.14622497558594, -0.2611638307571411]
4.462;79.422;-0.254;[4.462337493896484, 79.422119140625, -0.2539205551147461]
3.459;72.748;-0.26;[3.459365129470825, 72.74784851074219, -0.25951552391052246]
4.058;72.187;-0.255;[4.0584893226623535, 72.18661499023438, -0.25496363639831543]
3.314;81.333;-0.273;[3.3138673305511475, 81.33306121826172, -0.2732197046279907]
4.555;79.12;-0.259;[4.5548601150512695, 79.12004089355469, -0.25881314277648926]
3.018;73.581;-0.27;[3.0176405906677246, 73.58106231689453, -0.2698635458946228]
3.527;68.928;-0.27;[3.527254819869995, 68.92793273925781, -0.26965785026550293]
3.073;70.695;-0.274;[3.073011875152588, 70.69506072998047, -0.27365368604660034]
2.909;77.652;-0.265;[2.908818483352661, 77.65156555175781, -0.2649812698364258]
3.802;75.749;-0.259;[3.801680326461792, 75.74874114990234, -0.25905245542526245]
4.832;79.584;-0.253;[4.831942558288574, 79.58409881591797, -0.25349217653274536]
4.148;78.672;-0.256;[4.147793292999268, 78.6720962524414, -0.25599128007888794]
4.485;81.28;-0.247;[4.484713077545166, 81.28024291992188, -0.24656923115253448]
3.956;84.879;-0.26;[3.9564430713653564, 84.87853240966797, -0.2599671483039856]
4.101;81.808;-0.258;[4.100993633270264, 81.80803680419922, -0.25780606269836426]
4.825;79.95;-0.249;[4.824581146240234, 79.95021057128906, -0.24911417067050934]
4.287;80.379;-0.245;[4.286895275115967, 80.37877655029297, -0.24513836205005646]
4.818;82.819;-0.245;[4.817951202392578, 82.8190689086914, -0.2453528791666031]
4.873;78.351;-0.247;[4.872768402099609, 78.35127258300781, -0.24662412703037262]
3.184;79.011;-0.267;[3.183901071548462, 79.01107025146484, -0.2668689489364624]
3.636;80.076;-0.256;[3.6359198093414307, 80.07585906982422, -0.2561739683151245]
4.625;72.516;-0.256;[4.625142574310303, 72.5157470703125, -0.2564653158187866]
2.233;77.495;-0.265;[2.2331337928771973, 77.49469757080078, -0.265058696269989]
2.197;82.54;-0.26;[2.1972708702087402, 82.53993225097656, -0.2595314383506775]
0.374;97.109;-0.286;[0.37424135208129883, 97.10900115966797, -0.2861989140510559]
1.445;89.596;-0.269;[1.4451417922973633, 89.59632110595703, -0.26856476068496704]
1.808;85.386;-0.283;[1.8082306385040283, 85.3862533569336, -0.28329139947891235]
3.104;66.941;-0.256;[3.1043078899383545, 66.9413070678711, -0.25613564252853394]
2.946;87.619;-0.268;[2.9457502365112305, 87.61890411376953, -0.26838111877441406]
2.903;79.739;-0.27;[2.903355360031128, 79.73859405517578, -0.2702905535697937]
3.339;77.259;-0.266;[3.3390629291534424, 77.25874328613281, -0.2659228444099426]
3.704;85.223;-0.263;[3.704414129257202, 85.22323608398438, -0.26274603605270386]
3.463;79.201;-0.261;[3.4632110595703125, 79.20076751708984, -0.2608315348625183]
3.689;74.804;-0.261;[3.6888463497161865, 74.80437469482422, -0.26130211353302]
3.026;69.372;-0.259;[3.026191473007202, 69.37166595458984, -0.25904422998428345]
2.413;81.828;-0.262;[2.4126431941986084, 81.82815551757812, -0.2616042494773865]
1.622;88.705;-0.276;[1.6224865913391113, 88.70527648925781, -0.27647942304611206]
2.526;80.48;-0.267;[2.525789976119995, 80.479736328125, -0.26695823669433594]
0.246;96.249;-0.296;[0.2460302710533142, 96.24931335449219, -0.2962481379508972]
1.435;89.415;-0.27;[1.4350483417510986, 89.41519165039062, -0.2699880599975586]
1.904;81.217;-0.257;[1.9041521549224854, 81.21721649169922, -0.25692975521087646]
0.337;92.968;-0.273;[0.3367593288421631, 92.96752166748047, -0.2726784348487854]
1.732;85.462;-0.27;[1.731767177581787, 85.46199035644531, -0.2697680592536926]
1.373;84.948;-0.272;[1.3733032941818237, 84.9481430053711, -0.27235299348831177]
2.218;81.464;-0.267;[2.217722177505493, 81.4640121459961, -0.2668778896331787]
2.123;77.905;-0.265;[2.1229074001312256, 77.90496063232422, -0.26486849784851074]
4.611;71.764;-0.25;[4.61100959777832, 71.76412963867188, -0.2497519999742508]
3.567;88.847;-0.262;[3.5667033195495605, 88.84687042236328, -0.26201146841049194]
4.061;84.769;-0.251;[4.06108283996582, 84.76890563964844, -0.25053316354751587]
4.396;80.516;-0.251;[4.396358966827393, 80.51631927490234, -0.25096583366394043]
3.538;72.808;-0.262;[3.538466215133667, 72.80842590332031, -0.26220375299453735]
1.335;89.37;-0.277;[1.3345040082931519, 89.37049102783203, -0.2765599489212036]
2.062;83.027;-0.277;[2.0620474815368652, 83.02706909179688, -0.27739065885543823]
2.529;74.38;-0.266;[2.5294976234436035, 74.3797378540039, -0.26551830768585205]
1.965;82.184;-0.263;[1.9647719860076904, 82.1841049194336, -0.2627008557319641]
1.203;90.358;-0.256;[1.20277738571167, 90.35796356201172, -0.2564951777458191]
1.278;88.743;-0.262;[1.2783678770065308, 88.7433090209961, -0.26205724477767944]
2.008;84.683;-0.272;[2.008002758026123, 84.68305206298828, -0.27181535959243774]
2.171;75.158;-0.25;[2.1714470386505127, 75.15843200683594, -0.24974389374256134]
2.931;82.721;-0.276;[2.931208372116089, 82.72052764892578, -0.2764080762863159]
4.579;84.198;-0.263;[4.579066753387451, 84.19815826416016, -0.26285040378570557]
1.526;87.271;-0.272;[1.5263820886611938, 87.27091979980469, -0.2715371251106262]
1.798;83.294;-0.273;[1.7982819080352783, 83.2939682006836, -0.2730470895767212]
3.008;80.349;-0.266;[3.007577657699585, 80.34915924072266, -0.2655128240585327]
4.422;74.713;-0.273;[4.422492504119873, 74.7129898071289, -0.2729305028915405]
1.855;77.647;-0.269;[1.8552372455596924, 77.64720153808594, -0.2685197591781616]
4.416;71.914;-0.27;[4.415576457977295, 71.91447448730469, -0.27042514085769653]
2.24;76.572;-0.264;[2.2395477294921875, 76.57246398925781, -0.26427412033081055]
4.288;87.086;-0.267;[4.287624359130859, 87.0863265991211, -0.2671429514884949]
3.103;80.246;-0.266;[3.1034464836120605, 80.24634552001953, -0.2664809823036194]
3.211;72.238;-0.268;[3.2111151218414307, 72.23814392089844, -0.2675856351852417]
4.436;78.471;-0.255;[4.435589790344238, 78.47061920166016, -0.25500982999801636]
1.589;85.61;-0.271;[1.5889642238616943, 85.61000061035156, -0.2710878849029541]
1.929;78.486;-0.258;[1.9286212921142578, 78.4863510131836, -0.2576679587364197]
1.656;86.04;-0.275;[1.65559720993042, 86.03960418701172, -0.27492809295654297]
1.329;85.299;-0.276;[1.3287267684936523, 85.29920196533203, -0.2761773467063904]
2.177;73.437;-0.257;[2.1773970127105713, 73.43698120117188, -0.2572007179260254]
0.248;92.491;-0.284;[0.24805569648742676, 92.49060821533203, -0.2844139337539673]
1.726;89.321;-0.269;[1.7262449264526367, 89.3211441040039, -0.26887017488479614]
1.576;85.436;-0.272;[1.5758321285247803, 85.43643951416016, -0.2722444534301758]
1.328;85.05;-0.265;[1.3279433250427246, 85.04986572265625, -0.2648197412490845]
1.733;80.815;-0.267;[1.7334442138671875, 80.81494140625, -0.26671892404556274]
2.098;77.833;-0.259;[2.0981409549713135, 77.83333587646484, -0.258979856967926]
1.579;87.565;-0.265;[1.578763723373413, 87.56475830078125, -0.2649204134941101]
1.894;82.045;-0.279;[1.894435167312622, 82.04542541503906, -0.27881717681884766]
2.949;80.953;-0.277;[2.9489519596099854, 80.95288848876953, -0.2765958309173584]
1.521;87.388;-0.268;[1.521430492401123, 87.387939453125, -0.2675207257270813]
2.412;79.697;-0.262;[2.411938190460205, 79.69717407226562, -0.2622344493865967]
2.544;78.426;-0.264;[2.544419765472412, 78.42549896240234, -0.2635796070098877]
2.389;76.186;-0.255;[2.3893518447875977, 76.18563079833984, -0.2545663118362427]
0.225;90.5;-0.264;[0.22517478466033936, 90.50027465820312, -0.2643200755119324]
1.923;79.516;-0.264;[1.9234015941619873, 79.51612854003906, -0.26432114839553833]
2.779;77.631;-0.271;[2.7793257236480713, 77.6311264038086, -0.2705683708190918]
2.509;69.799;-0.254;[2.5086443424224854, 69.79911041259766, -0.25397151708602905]
1.914;77.447;-0.261;[1.9137768745422363, 77.447265625, -0.26061761379241943]
2.112;68.803;-0.249;[2.112349271774292, 68.80298614501953, -0.24936874210834503]
1.727;65.015;-0.252;[1.7267749309539795, 65.0146713256836, -0.25233763456344604]
